Date,SKU,ProductName,Category,Material,Style,Color,Gender,Occasion,Weight(gms),Price,Price(INR),Quantity_Sold,Revenue,Rating,Stock
2025-06-01,RJ0419,Pearl Bracelet,Anklet,Platinum,Modern,White,Unisex,Festive,67.64,179495.51,143160.85,21,3769405.71,3.4,46
2025-07-01,RJ0419,Pearl Bracelet,Anklet,Platinum,Modern,White,Unisex,Festive,67.64,174635.92,143160.85,18,3143446.56,3.4,46
2025-08-01,RJ0419,Pearl Bracelet,Anklet,Platinum,Modern,White,Unisex,Festive,67.64,174898.96,143160.85,17,2973282.32,3.4,46
2025-09-01,RJ0419,Pearl Bracelet,Anklet,Platinum,Modern,White,Unisex,Festive,67.64,180329.0,143160.85,20,3606580.0,3.4,46
2025-10-01,RJ0419,Pearl Bracelet,Anklet,Platinum,Modern,White,Unisex,Festive,67.64,189325.21,143160.85,20,3786504.2,3.4,46
2025-11-01,RJ0419,Pearl Bracelet,Anklet,Platinum,Modern,White,Unisex,Festive,67.64,175491.05,143160.85,25,4387276.25,3.4,46
2025-12-01,RJ0419,Pearl Bracelet,Anklet,Platinum,Modern,White,Unisex,Festive,67.64,179954.57,143160.85,16,2879273.12,3.4,46
2024-01-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,77454.27,140519.16,13,1006905.51,4.2,41
2024-02-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,83157.44,140519.16,13,1081046.72,4.2,41
2024-03-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,81133.6,140519.16,14,1135870.4,4.2,41
2024-04-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,82824.7,140519.16,13,1076721.1,4.2,41
2024-05-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,78942.69,140519.16,11,868369.59,4.2,41
2024-06-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,83004.58,140519.16,13,1079059.54,4.2,41
2024-07-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,81618.97,140519.16,8,652951.76,4.2,41
2024-08-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,77417.1,140519.16,7,541919.7,4.2,41
2024-09-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,76627.14,140519.16,9,689644.26,4.2,41
2024-10-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,79765.81,140519.16,9,717892.29,4.2,41
2024-11-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,82373.67,140519.16,10,823736.7,4.2,41
2024-12-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,79832.57,140519.16,5,399162.85,4.2,41
2025-01-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,77364.75,140519.16,4,309459.0,4.2,41
2025-02-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,78961.26,140519.16,4,315845.04,4.2,41
2025-03-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,82454.68,140519.16,4,329818.72,4.2,41
2025-04-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,81362.04,140519.16,4,325448.16,4.2,41
2025-05-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,80312.1,140519.16,5,401560.5,4.2,41
2025-06-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,79762.38,140519.16,6,478574.28,4.2,41
2025-07-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,82105.11,140519.16,3,246315.33,4.2,41
2025-08-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,77046.25,140519.16,5,385231.25,4.2,41
2025-09-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,79793.94,140519.16,5,398969.7,4.2,41
2025-10-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,80926.83,140519.16,7,566487.81,4.2,41
2025-11-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,80641.82,140519.16,7,564492.74,4.2,41
2025-12-01,RJ0420,Platinum Bracelet,Ring,Silver,Traditional,Black,Women,Wedding,26.42,76741.91,140519.16,6,460451.46,4.2,41
2024-01-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,111396.34,192249.23,35,3898871.9,4.3,76
2024-02-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,118989.12,192249.23,32,3807651.84,4.3,76
2024-03-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,118880.9,192249.23,41,4874116.9,4.3,76
2024-04-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,118286.33,192249.23,44,5204598.52,4.3,76
2024-05-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,112850.22,192249.23,42,4739709.24,4.3,76
2024-06-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,113090.18,192249.23,59,6672320.62,4.3,76
2024-07-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,114553.62,192249.23,43,4925805.66,4.3,76
2024-08-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,118724.83,192249.23,48,5698791.84,4.3,76
2024-09-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,107795.36,192249.23,63,6791107.68,4.3,76
2024-10-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,116904.42,192249.23,69,8066404.98,4.3,76
2024-11-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,109305.55,192249.23,72,7869999.6,4.3,76
2024-12-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,117630.79,192249.23,62,7293108.98,4.3,76
2025-01-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,108219.32,192249.23,45,4869869.4,4.3,76
2025-02-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,115933.06,192249.23,48,5564786.88,4.3,76
2025-03-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,112459.97,192249.23,48,5398078.56,4.3,76
2025-04-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,107379.45,192249.23,51,5476351.95,4.3,76
2025-05-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,117082.47,192249.23,70,8195772.9,4.3,76
2025-06-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,116376.66,192249.23,68,7913612.88,4.3,76
2025-07-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,110076.63,192249.23,49,5393754.87,4.3,76
2025-08-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,117274.27,192249.23,60,7036456.2,4.3,76
2025-09-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,115693.67,192249.23,66,7635782.22,4.3,76
2025-10-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,110800.59,192249.23,85,9418050.15,4.3,76
2025-11-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,117932.78,192249.23,108,12736740.24,4.3,76
2025-12-01,RJ0421,Platinum Bangle,Ring,Pearl,Bridal,Yellow,Women,Daily Wear,36.9,110159.44,192249.23,73,8041639.12,4.3,76
2024-01-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,68553.59,159881.82,32,2193714.88,4.4,64
2024-02-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,73776.42,159881.82,28,2065739.76,4.4,64
2024-03-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,70387.49,159881.82,37,2604337.13,4.4,64
2024-04-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,73080.51,159881.82,31,2265495.81,4.4,64
2024-05-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,68381.3,159881.82,41,2803633.3,4.4,64
2024-06-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,68897.61,159881.82,41,2824802.01,4.4,64
2024-07-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,70817.4,159881.82,29,2053704.6,4.4,64
2024-08-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,73256.92,159881.82,29,2124450.68,4.4,64
2024-09-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,69423.28,159881.82,46,3193470.88,4.4,64
2024-10-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,73361.28,159881.82,49,3594702.72,4.4,64
2024-11-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,73548.03,159881.82,54,3971593.62,4.4,64
2024-12-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,69088.81,159881.82,39,2694463.59,4.4,64
2025-01-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,72231.34,159881.82,28,2022477.52,4.4,64
2025-02-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,71512.4,159881.82,29,2073859.6,4.4,64
2025-03-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,74548.01,159881.82,33,2460084.33,4.4,64
2025-04-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,71676.6,159881.82,31,2221974.6,4.4,64
2025-05-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,73330.6,159881.82,34,2493240.4,4.4,64
2025-06-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,72213.14,159881.82,37,2671886.18,4.4,64
2025-07-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,73035.17,159881.82,34,2483195.78,4.4,64
2025-08-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,72640.53,159881.82,31,2251856.43,4.4,64
2025-09-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,69658.25,159881.82,47,3273937.75,4.4,64
2025-10-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,72009.43,159881.82,50,3600471.5,4.4,64
2025-11-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,71799.26,159881.82,45,3230966.7,4.4,64
2025-12-01,RJ0422,Rose Gold Anklet,Pendant,Pearl,Traditional,Red,Men,Wedding,69.78,67857.61,159881.82,45,3053592.45,4.4,64
2024-01-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,166227.14,135714.76,8,1329817.12,4.3,59
2024-02-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,172138.92,135714.76,9,1549250.28,4.3,59
2024-03-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,161849.88,135714.76,9,1456648.92,4.3,59
2024-04-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,164650.91,135714.76,10,1646509.1,4.3,59
2024-05-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,157340.47,135714.76,11,1730745.17,4.3,59
2024-06-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,167976.55,135714.76,11,1847742.05,4.3,59
2024-07-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,173451.83,135714.76,9,1561066.47,4.3,59
2024-08-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,158867.05,135714.76,10,1588670.5,4.3,59
2024-09-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,166863.71,135714.76,11,1835500.81,4.3,59
2024-10-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,164421.15,135714.76,12,1973053.8,4.3,59
2024-11-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,167739.68,135714.76,17,2851574.56,4.3,59
2024-12-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,170594.96,135714.76,14,2388329.44,4.3,59
2025-01-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,168217.86,135714.76,10,1682178.6,4.3,59
2025-02-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,168767.21,135714.76,9,1518904.89,4.3,59
2025-03-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,163478.48,135714.76,8,1307827.84,4.3,59
2025-04-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,167750.25,135714.76,9,1509752.25,4.3,59
2025-05-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,160443.61,135714.76,10,1604436.1,4.3,59
2025-06-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,169052.0,135714.76,11,1859572.0,4.3,59
2025-07-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,158118.89,135714.76,10,1581188.9,4.3,59
2025-08-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,160918.28,135714.76,11,1770101.08,4.3,59
2025-09-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,174472.71,135714.76,15,2617090.65,4.3,59
2025-10-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,160355.08,135714.76,13,2084616.04,4.3,59
2025-11-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,171712.78,135714.76,17,2919117.26,4.3,59
2025-12-01,RJ0423,Gemstone Necklace,Bracelet,Gold,Modern,Red,Women,Gift,54.3,165981.07,135714.76,14,2323734.98,4.3,59
2024-01-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,233454.91,75884.74,30,7003647.3,3.3,84
2024-02-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,239710.35,75884.74,31,7431020.85,3.3,84
2024-03-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,241963.94,75884.74,39,9436593.66,3.3,84
2024-04-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,240275.67,75884.74,38,9130475.46,3.3,84
2024-05-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,245966.66,75884.74,55,13528166.3,3.3,84
2024-06-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,248016.7,75884.74,53,13144885.1,3.3,84
2024-07-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,234588.17,75884.74,42,9852703.14,3.3,84
2024-08-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,239442.57,75884.74,53,12690456.21,3.3,84
2024-09-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,246797.14,75884.74,68,16782205.52,3.3,84
2024-10-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,230047.7,75884.74,61,14032909.7,3.3,84
2024-11-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,251589.19,75884.74,83,20881902.77,3.3,84
2024-12-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,249977.29,75884.74,80,19998183.2,3.3,84
2025-01-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,228139.98,75884.74,61,13916538.78,3.3,84
2025-02-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,240393.8,75884.74,48,11538902.4,3.3,84
2025-03-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,250493.84,75884.74,66,16532593.44,3.3,84
2025-04-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,247380.24,75884.74,70,17316616.8,3.3,84
2025-05-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,248212.24,75884.74,76,18864130.24,3.3,84
2025-06-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,239782.2,75884.74,74,17743882.8,3.3,84
2025-07-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,232292.55,75884.74,60,13937553.0,3.3,84
2025-08-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,253216.89,75884.74,78,19750917.42,3.3,84
2025-09-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,246715.82,75884.74,114,28125603.48,3.3,84
2025-10-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,249738.04,75884.74,116,28969612.64,3.3,84
2025-11-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,245455.43,75884.74,138,33872849.34,3.3,84
2025-12-01,RJ0424,Gold Bracelet,Ring,Rose Gold,Antique,Yellow,Women,Daily Wear,36.43,233476.29,75884.74,118,27550202.22,3.3,84
2024-01-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20511.83,121404.12,9,184606.47,3.3,39
2024-02-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20944.0,121404.12,8,167552.0,3.3,39
2024-03-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20609.64,121404.12,10,206096.4,3.3,39
2024-04-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21055.6,121404.12,12,252667.2,3.3,39
2024-05-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21690.47,121404.12,10,216904.7,3.3,39
2024-06-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20742.23,121404.12,11,228164.53,3.3,39
2024-07-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20682.77,121404.12,10,206827.7,3.3,39
2024-08-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20443.17,121404.12,11,224874.87,3.3,39
2024-09-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21921.0,121404.12,12,263052.0,3.3,39
2024-10-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20190.59,121404.12,16,323049.44,3.3,39
2024-11-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20419.83,121404.12,14,285877.62,3.3,39
2024-12-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20373.25,121404.12,13,264852.25,3.3,39
2025-01-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20483.96,121404.12,10,204839.6,3.3,39
2025-02-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21482.17,121404.12,8,171857.36,3.3,39
2025-03-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,19959.0,121404.12,11,219549.0,3.3,39
2025-04-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21658.64,121404.12,9,194927.76,3.3,39
2025-05-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21482.02,121404.12,13,279266.26,3.3,39
2025-06-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21255.51,121404.12,14,297577.14,3.3,39
2025-07-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21258.93,121404.12,8,170071.44,3.3,39
2025-08-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21864.13,121404.12,11,240505.43,3.3,39
2025-09-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21219.26,121404.12,12,254631.12,3.3,39
2025-10-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21536.64,121404.12,15,323049.6,3.3,39
2025-11-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,21026.94,121404.12,16,336431.04,3.3,39
2025-12-01,RJ0425,Silver Necklace,Earrings,Rose Gold,Minimal,Blue,Unisex,Office,7.3,20288.31,121404.12,15,304324.65,3.3,39
2024-01-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7966.05,172278.55,10,79660.5,4.3,99
2024-02-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7731.05,172278.55,8,61848.4,4.3,99
2024-03-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7378.47,172278.55,9,66406.23,4.3,99
2024-04-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7379.08,172278.55,9,66411.72,4.3,99
2024-05-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7632.22,172278.55,13,99218.86,4.3,99
2024-06-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7372.26,172278.55,13,95839.38,4.3,99
2024-07-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7395.03,172278.55,9,66555.27,4.3,99
2024-08-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7803.13,172278.55,10,78031.3,4.3,99
2024-09-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7865.23,172278.55,13,102247.99,4.3,99
2024-10-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7893.42,172278.55,14,110507.88,4.3,99
2024-11-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7560.73,172278.55,15,113410.95,4.3,99
2024-12-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7261.31,172278.55,13,94397.03,4.3,99
2025-01-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7674.3,172278.55,9,69068.7,4.3,99
2025-02-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7398.57,172278.55,8,59188.56,4.3,99
2025-03-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7508.09,172278.55,10,75080.9,4.3,99
2025-04-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7405.26,172278.55,12,88863.12,4.3,99
2025-05-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7928.94,172278.55,13,103076.22,4.3,99
2025-06-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7809.7,172278.55,14,109335.8,4.3,99
2025-07-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7462.37,172278.55,8,59698.96,4.3,99
2025-08-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7853.01,172278.55,10,78530.1,4.3,99
2025-09-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7606.64,172278.55,14,106492.96,4.3,99
2025-10-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7768.65,172278.55,15,116529.75,4.3,99
2025-11-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7215.66,172278.55,14,101019.24,4.3,99
2025-12-01,RJ0426,Rose Gold Bracelet,Bangle,Gold,Antique,Red,Women,Wedding,9.45,7534.04,172278.55,15,113010.6,4.3,99
2024-01-01,RJ0427,Rose Gold Earrings,Necklace,Rose Gold,Bridal,Rose,Men,Daily Wear,49.66,241336.69,81063.33,21,5068070.49,3.3,9
2024-02-01,RJ0427,Rose Gold Earrings,Necklace,Rose Gold,Bridal,Rose,Men,Daily Wear,49.66,232872.34,81063.33,21,4890319.14,3.3,9
2024-03-01,RJ0427,Rose Gold Earrings,Necklace,Rose Gold,Bridal,Rose,Men,Daily Wear,49.66,238719.88,81063.33,19,4535677.72,3.3,9
2024-04-01,RJ0427,Rose Gold Earrings,Necklace,Rose Gold,Bridal,Rose,Men,Daily Wear,49.66,247495.97,81063.33,19,4702423.43,3.3,9
2024-05-01,RJ0427,Rose Gold Earrings,Necklace,Rose Gold,Bridal,Rose,Men,Daily Wear,49.66,249019.15,81063.33,27,6723517.05,3.3,9
